ZIP,sdi_score,quintile,lng,lat
44049,25,2,-82.30553,41.26626
44050,15,1,-82.13119,41.24853
44052,89,5,-82.16133,41.45519
44053,55,3,-82.22138,41.42694
44054,24,2,-82.0931,41.46419
44055,93,5,-82.13354,41.43309
44056,3,1,-81.49868,41.31465
44057,30,2,-81.05965,41.76675
44060,10,1,-81.32806,41.67742
44062,59,3,-81.02698,41.45899
44064,13,1,-81.0477,41.60567
44065,18,1,-81.24408,41.46308
44067,8,1,-81.5476,41.31386
44070,23,2,-81.91905,41.41493
44072,3,1,-81.32917,41.47196
44074,42,3,-82.23643,41.28858
44076,70,4,-80.81867,41.52728
44077,50,3,-81.21142,41.69933
44080,18,1,-81.05966,41.36886
44081,16,1,-81.14551,41.76589
44082,69,4,-80.56558,41.76012
44084,23,2,-80.89605,41.67242
44085,35,2,-80.87128,41.60463
44086,25,2,-81.05599,41.67443
44087,18,1,-81.44106,41.31706
44089,26,2,-82.36552,41.38894
44090,29,2,-82.22836,41.16757
44092,35,2,-81.46867,41.59797
44093,48,3,-80.61637,41.53478
44094,28,2,-81.3791,41.60985
44095,31,2,-81.44209,41.65223
44099,33,2,-80.97446,41.55125
44101,10,1,-81.6717,41.48988
44102,98,5,-81.73751,41.4749
44103,98,5,-81.64301,41.51559
44104,99,5,-81.62702,41.48238
44105,95,5,-81.63032,41.45069
44106,94,5,-81.60679,41.5062
44107,63,4,-81.80025,41.48263
44108,95,5,-81.60988,41.53992
44109,94,5,-81.69681,41.44457
44110,96,5,-81.57111,41.56365
44111,79,4,-81.78986,41.45775
44112,94,5,-81.57369,41.53562
44113,93,5,-81.69638,41.48343
44114,95,5,-81.67625,41.5137
44115,99,5,-81.66999,41.49211
44116,12,1,-81.85194,41.47011
44117,88,5,-81.52695,41.57145
44118,54,3,-81.55653,41.5016
44119,70,4,-81.54748,41.58673
44120,86,5,-81.58015,41.47337
44121,47,3,-81.53246,41.52626
44122,27,2,-81.51272,41.4701
44123,69,4,-81.52441,41.60365
44124,23,2,-81.46774,41.49999
44125,65,4,-81.61548,41.40658
44126,22,2,-81.85278,41.44263
44127,99,5,-81.64874,41.471
44128,85,5,-81.54036,41.43766
44129,45,3,-81.73536,41.39035
44130,41,3,-81.7868,41.378
44131,6,1,-81.65349,41.3835
44132,77,4,-81.49958,41.60484
44133,17,1,-81.74497,41.31388
44134,36,2,-81.70459,41.38496
44135,85,5,-81.82135,41.42472
44136,13,1,-81.81064,41.31265
44137,72,4,-81.56274,41.40903
44138,7,1,-81.92302,41.37363
44139,3,1,-81.44439,41.38325
44140,1,1,-81.93171,41.48508
44141,4,1,-81.61439,41.30139
44142,43,3,-81.82406,41.40205
44143,30,2,-81.47513,41.55358
44144,63,4,-81.74272,41.43738
44145,9,1,-81.92944,41.45245
44146,63,4,-81.53018,41.38161
44147,7,1,-81.67797,41.31956
44149,1,1,-81.8563,41.31223
44201,18,1,-81.18354,41.02741
44202,8,1,-81.34243,41.31645
44203,56,3,-81.62896,41.02013
44212,20,2,-81.82863,41.24386
44214,19,1,-81.99935,40.95081
44215,33,2,-81.8994,41.07195
44216,11,1,-81.58397,40.93848
44217,28,2,-81.9133,40.95561
44221,49,3,-81.47624,41.13898
44223,16,1,-81.53051,41.16968
44224,16,1,-81.44016,41.17697
44230,12,1,-81.69064,40.96237
44231,38,2,-81.07197,41.30692
44233,2,1,-81.73513,41.23943
44234,20,2,-81.15822,41.33454
44235,52,3,-82.12246,41.0316
44236,1,1,-81.44775,41.24669
44240,64,4,-81.34241,41.13329
44241,28,2,-81.34728,41.23945
44243,2,1,-81.34046,41.14793
44250,38,2,-81.43331,41.02159
44251,2,1,-81.92764,41.02814
44253,17,1,-82.03767,41.16571
44254,36,2,-82.01282,41.04522
44255,31,2,-81.22982,41.28658
44256,15,1,-81.85954,41.14092
44260,21,2,-81.34079,41.03684
44262,14,1,-81.43492,41.13901
44264,3,1,-81.54311,41.22966
44266,58,3,-81.19829,41.1662
44270,34,2,-81.77696,40.96317
44272,14,1,-81.18244,41.08691
44273,4,1,-81.87739,41.0291
44274,60,4,-81.7285,41.09944
44275,13,1,-82.09927,41.09976
44276,22,2,-81.83502,40.93667
44278,28,2,-81.42137,41.10052
44280,6,1,-81.92339,41.23812
44281,22,2,-81.73854,41.05851
44285,8,1,-81.06595,41.16241
44286,2,1,-81.64017,41.23668
44287,58,3,-82.1005,40.94
44288,80,5,-81.08354,41.2392
44301,81,5,-81.52449,41.04398
44302,89,5,-81.538570000000007,41.08951
44303,36,2,-81.53732,41.10448
44304,91,5,-81.50908,41.08585
44305,79,4,-81.46226,41.07643
44306,94,5,-81.48316,41.03927
44307,95,5,-81.546,41.07049
44308,80,5,-81.51751,41.0818
44310,89,5,-81.49948,41.10771
44311,98,5,-81.52047,41.06427
44312,39,2,-81.4412,41.01462
44313,41,3,-81.56512,41.13239
44314,83,5,-81.55838,41.04048
44319,20,2,-81.53169,40.98402
44320,83,5,-81.58379,41.07818
44321,7,1,-81.65182,41.09994
44333,10,1,-81.63419,41.16195
44401,13,1,-80.94658,41.02457
44402,17,1,-80.85513,41.38893
44403,10,1,-80.58265,41.24053
44404,20,2,-80.54861,41.3277
44405,80,5,-80.59136,41.07787
44406,4,1,-80.77194,41.01132
44408,26,2,-80.68569,40.88487
44410,17,1,-80.72629,41.34817
44411,54,3,-81.05092,41.0326
44412,31,2,-81.0229,41.09671
44413,53,3,-80.5549,40.84803
44417,34,2,-80.66329,41.43336
44418,7,1,-80.60465,41.30692
44420,58,3,-80.67726,41.17384
44423,45,3,-80.89963,40.7524
44425,30,2,-80.57395,41.17022
44427,18,1,-80.95686,40.71672
44428,24,2,-80.5779,41.43458
44429,52,3,-80.98156,41.09648
44430,54,3,-80.90804,41.24011
44431,28,2,-80.75365,40.84748
44432,42,3,-80.75149,40.74974
44436,33,2,-80.54241,41.05775
44437,38,2,-80.73,41.15536
44438,53,3,-80.5345,41.24252
44439,35,2,-80.95552,41.45436
44440,34,2,-80.78439,41.1482
44441,15,1,-80.55264,40.75802
44442,13,1,-80.54963,40.96591
44443,55,3,-80.59473,40.92351
44444,57,3,-80.97647,41.17559
44445,35,2,-80.61732,40.84834
44446,72,4,-80.74692,41.18958
44449,23,2,-81.02446,40.97957
44450,23,2,-80.82576,41.45397
44451,10,1,-80.86887,41.08104
44452,39,2,-80.66232,40.94711
44454,17,1,-80.53976,40.9197
44455,35,2,-80.60485,40.77581
44460,44,3,-80.87026,40.90221
44470,20,2,-80.95999,41.29783
44471,55,3,-80.58973,41.04793
44473,34,2,-80.66326,41.24684
44481,29,2,-80.86344,41.22736
44483,70,4,-80.81575,41.26537
44484,48,3,-80.74962,41.2348
44485,90,5,-80.848,41.24032
44490,75,4,-80.76801,40.90041
44491,49,3,-80.96478,41.37368
44493,1,1,-80.88864,40.82192
44502,92,5,-80.64253,41.08365
44503,79,4,-80.64912,41.09918
44504,81,5,-80.65363,41.12327
44505,88,5,-80.61687,41.12735
44506,87,5,-80.62583,41.09356
44507,96,5,-80.65542,41.07436
44509,84,5,-80.69655,41.10986
44510,95,5,-80.67424,41.12246
44511,58,3,-80.69617,41.06927
44512,36,2,-80.66757,41.0249
44514,7,1,-80.60868,40.99838
44515,49,3,-80.76201,41.1029
44601,70,4,-81.1278,40.91978
44606,52,3,-81.79625,40.73313
44607,27,2,-81.02685,40.69589
44608,42,3,-81.59714,40.65241
44609,31,2,-80.9879,40.9121
44610,65,4,-81.80139,40.56078
44611,65,4,-82.08141,40.60785
44612,18,1,-81.46098,40.63488
44613,43,3,-81.60026,40.71338
44614,18,1,-81.58747,40.88689
44615,45,3,-81.0739,40.5669
44618,43,3,-81.68925,40.7722
44620,39,2,-81.21592,40.5811
44621,62,4,-81.28955,40.42878
44622,43,3,-81.48375,40.54883
44624,47,3,-81.66157,40.61249
44625,72,4,-80.99919,40.7623
44626,16,1,-81.38404,40.68994
44627,49,3,-81.83393,40.66665
44628,32,2,-82.1551,40.538
44629,42,3,-81.44553,40.35107
44632,13,1,-81.3048,40.96401
44633,38,2,-81.93601,40.63182
44634,19,1,-81.04685,40.83385
44637,61,4,-82.03347,40.47996
44638,17,1,-82.13521,40.6502
44640,21,2,-81.14858,40.98455
44641,15,1,-81.23977,40.86528
44643,28,2,-81.2998,40.64304
44644,48,3,-81.17639,40.68691
44645,10,1,-81.71845,40.90796
44646,46,3,-81.49835,40.81055
44647,40,3,-81.56575,40.79537
44651,33,2,-80.9556,40.6231
44652,41,3,-81.33015,40.90088
44653,75,4,-81.37105,40.43711
44654,56,3,-81.87162,40.53861
44656,14,1,-81.33104,40.57027
44657,43,3,-81.09343,40.74313
44659,69,4,-81.70191,40.6948
44661,58,3,-82.11662,40.5874
44662,19,1,-81.55468,40.71036
44663,53,3,-81.44961,40.46066
44666,14,1,-81.63202,40.84232
44667,48,3,-81.76495,40.83386
44669,9,1,-81.15619,40.79613
44670,10,1,-81.18788,40.76305
44671,57,3,-81.36565,40.64511
44672,68,4,-81.02375,40.92045
44675,14,1,-81.24975,40.50245
44676,36,2,-82.03266,40.6891
44677,25,2,-81.85983,40.87254
44678,1,1,-81.36408,40.56478
44680,28,2,-81.54512,40.60174
44681,40,3,-81.6625,40.50018
44682,22,2,-81.40323,40.39765
44683,68,4,-81.3218,40.35505
44685,9,1,-81.42361,40.9596
44687,32,2,-81.71189,40.53941
44688,44,3,-81.25757,40.68458
44689,38,2,-81.66209,40.65071
44690,32,2,-81.69391,40.61353
44691,49,3,-81.97971,40.80714
44693,34,2,-81.18821,40.2978
44695,27,2,-81.1754,40.43868
44697,8,1,-81.41175,40.60807
44699,28,2,-81.28752,40.27789
44702,97,5,-81.37665,40.79992
44703,90,5,-81.38134,40.81093
44704,94,5,-81.34329,40.80001
44705,87,5,-81.3327,40.83347
44706,65,4,-81.4198,40.75382
44707,93,5,-81.34715,40.76031
44708,51,3,-81.43486,40.81708
44709,48,3,-81.38634,40.84218
44710,80,5,-81.42659,40.78962
44714,72,4,-81.35905,40.83606
44718,14,1,-81.44806,40.85122
44720,13,1,-81.43259,40.90112
44721,7,1,-81.32694,40.89443
44730,25,2,-81.25814,40.76706
44802,6,1,-83.41912,41.04534
44804,8,1,-83.53538,41.10708
44805,51,3,-82.32096,40.87335
44807,19,1,-82.87533,41.06508
44809,1,1,-83.29391,41.13215
44811,20,2,-82.84474,41.24445
44813,22,2,-82.52814,40.60135
44814,12,1,-82.4714,41.32162
44815,54,3,-83.23947,41.24697
44817,15,1,-83.54676,41.1987
44818,18,1,-82.99645,41.0002
44820,51,3,-82.97186,40.81829
44822,20,2,-82.39929,40.55705
44824,20,2,-82.80422,41.37952
44825,25,2,-82.94194,40.95443
44826,11,1,-82.47931,41.23993
44827,64,4,-82.75923,40.81921
44828,32,2,-82.85957,41.23367
44830,66,4,-83.40081,41.16603
44833,54,3,-82.79484,40.71059
44836,53,3,-83.05455,41.23772
44837,42,3,-82.48241,41.01745
44838,5,1,-82.25947,40.77186
44839,23,2,-82.55656,41.3725
44840,32,2,-82.17973,40.79231
44841,11,1,-83.31139,41.25126
44842,45,3,-82.22498,40.64903
44843,14,1,-82.40959,40.6886
44844,32,2,-83.25839,40.9926
44846,16,1,-82.60832,41.31589
44847,22,2,-82.70821,41.23025
44849,30,2,-83.13186,40.80863
44850,1,1,-82.68403,41.03539
44851,38,2,-82.40166,41.10577
44853,2,1,-83.30399,41.05501
44854,15,1,-82.85748,40.94723
44855,23,2,-82.58664,41.10414
44856,25,2,-82.85627,40.79398
44857,52,3,-82.58212,41.21785
44859,39,2,-82.32636,41.02103
44861,21,2,-83.14626,41.24254
44864,20,2,-82.31871,40.66748
44865,63,4,-82.68168,40.99165
44866,59,3,-82.19483,40.92082
44867,5,1,-82.98963,41.14755
44870,64,4,-82.7171,41.40623
44874,42,3,-82.36631,40.96859
44875,42,3,-82.6489,40.88645
44878,42,3,-82.51963,40.95111
44880,46,3,-82.21993,41.03352
44881,1,1,-82.87687,40.8703
44882,18,1,-83.13734,40.94759
44883,49,3,-83.17459,41.12395
44887,20,2,-82.788,40.9205
44889,18,1,-82.38195,41.24661
44890,72,4,-82.71248,41.0818
44901,12,1,-82.51247,40.76391
44902,92,5,-82.51095,40.7589
44903,62,4,-82.52655,40.77624
44904,19,1,-82.61505,40.66578
44905,67,4,-82.46915,40.77753
44906,66,4,-82.57778,40.76413
44907,63,4,-82.52129,40.72761
45001,83,5,-84.71045,39.13713
45002,37,2,-84.73422,39.19871
45003,46,3,-84.77942,39.58427
45005,41,3,-84.3018,39.53478
45011,48,3,-84.50173,39.42892
45013,39,2,-84.6501,39.40649
45014,36,2,-84.5521,39.32822
45015,74,4,-84.53785,39.36273
45030,13,1,-84.76287,39.25621
45032,15,1,-84.00811,39.50268
45033,69,4,-84.76469,39.17962
45034,12,1,-84.24687,39.35749
45036,28,2,-84.21832,39.44487
45039,4,1,-84.23586,39.32655
45040,4,1,-84.30996,39.35023
45041,63,4,-84.70292,39.21114
45042,49,3,-84.43755,39.54867
45044,75,4,-84.37988,39.45028
45050,29,2,-84.36594,39.44437
45051,72,4,-84.65504,39.09983
45052,9,1,-84.77849,39.14505
45053,7,1,-84.78053,39.35273
45054,41,3,-84.07418,39.43844
45056,49,3,-84.74115,39.49029
45062,41,3,-84.55371,39.48501
45064,18,1,-84.59785,39.56806
45065,27,2,-84.21426,39.37016
45066,1,1,-84.22265,39.54925
45067,48,3,-84.47948,39.49017
45068,9,1,-84.05922,39.52813
45069,12,1,-84.4105,39.34213
45070,37,2,-84.55804,39.58968
45101,82,5,-83.74024,38.69164
45102,39,2,-84.20602,39.01718
45103,42,3,-84.14006,39.0946
45106,54,3,-84.06831,38.94633
45107,41,3,-83.96967,39.28888
45111,49,3,-84.28746,39.20033
45112,81,5,-84.14144,38.79377
45113,33,2,-83.98561,39.39991
45115,4,1,-83.70728,38.80818
45118,25,2,-83.93107,39.17192
45120,60,4,-84.09301,38.82597
45121,67,4,-83.90911,38.86769
45122,35,2,-84.12698,39.22411
45123,73,4,-83.38866,39.3487
45130,27,2,-83.99897,38.90886
45131,77,4,-83.96729,38.78997
45132,80,5,-83.5996,39.34395
45133,69,4,-83.57282,39.15695
45135,50,3,-83.54859,39.35124
45140,8,1,-84.24433,39.25603
45142,35,2,-83.80553,39.21033
45144,86,5,-83.6142,38.70534
45146,41,3,-83.79945,39.3154
45147,1,1,-84.30192,39.21114
45148,52,3,-83.88466,39.28849
45150,33,2,-84.23281,39.16567
45152,14,1,-84.12316,39.35005
45153,49,3,-84.18474,38.86977
45154,56,3,-83.91997,39.06137
45155,77,4,-83.75181,39.04057
45156,86,5,-84.21348,38.80947
45157,45,3,-84.22824,38.95599
45158,53,3,-84.07769,39.18229
45159,65,4,-83.68972,39.33389
45160,84,5,-84.13725,39.12358
45162,25,2,-84.07851,39.26913
45164,73,4,-83.78532,39.55365
45166,2,1,-83.68774,39.4766
45167,61,4,-83.79943,38.77234
45168,23,2,-83.76783,38.85266
45169,60,4,-83.65035,39.505
45171,44,3,-83.7962,39.01414
45172,62,4,-83.38688,39.07447
45174,1,1,-84.31073,39.1588
45176,39,2,-84.02205,39.08438
45177,58,3,-83.83692,39.46123
45202,88,5,-84.50243,39.10885
45203,95,5,-84.53337,39.10403
45204,99,5,-84.57225,39.09536
45205,99,5,-84.57518,39.11057
45206,93,5,-84.48451,39.12736
45207,95,5,-84.4713,39.14199
45208,14,1,-84.43393,39.13522
45209,44,3,-84.42762,39.15336
45211,84,5,-84.59888,39.15746
45212,80,5,-84.45173,39.16403
45213,61,4,-84.42006,39.18111
45214,100,5,-84.54442,39.12271
45215,67,4,-84.46221,39.23536
45216,93,5,-84.48114,39.20054
45217,81,5,-84.49792,39.16718
45218,30,2,-84.51975,39.26623
45219,96,5,-84.51201,39.12668
45220,75,4,-84.52101,39.14736
45223,94,5,-84.55354,39.1696
45224,66,4,-84.53222,39.20215
45225,100,5,-84.55267,39.14341
45226,34,2,-84.41989,39.11149
45227,62,4,-84.38524,39.15403
45229,98,5,-84.48612,39.15342
45230,27,2,-84.39082,39.07445
45231,66,4,-84.5383,39.24617
45232,96,5,-84.51673,39.1818
45233,14,1,-84.66559,39.1191
45236,37,2,-84.39701,39.20949
45237,85,5,-84.45244,39.19298
45238,68,4,-84.61053,39.10927
45239,67,4,-84.57979,39.20439
45240,62,4,-84.52605,39.28434
45241,16,1,-84.40175,39.27659
45242,6,1,-84.35621,39.24348
45243,2,1,-84.34171,39.18381
45244,11,1,-84.32764,39.12009
45245,17,1,-84.27748,39.06065
45246,76,4,-84.46612,39.2906
45247,10,1,-84.65172,39.22048
45248,11,1,-84.66229,39.16442
45249,22,2,-84.32777,39.27617
45251,45,3,-84.594220000000007,39.26789
45252,3,1,-84.63214,39.27352
45255,21,2,-84.32675,39.05862
45301,20,2,-84.02301,39.71098
45302,2,1,-84.20756,40.40068
45303,62,4,-84.65627,40.2146
45304,23,2,-84.53145,39.98756
45305,5,1,-84.07769,39.63628
45306,4,1,-84.18575,40.45856
45307,61,4,-83.72347,39.58065
45308,21,2,-84.45699,40.12535
45309,21,2,-84.42204,39.84475
45310,6,1,-84.64264,40.35299
45311,44,3,-84.66411,39.62791
45312,12,1,-84.07976,40.06028
45314,27,2,-83.77363,39.74608
45315,8,1,-84.33875,39.85772
45316,58,3,-83.82517,39.79754
45317,11,1,-84.01971,40.17328
45318,36,2,-84.35391,40.12745
45319,27,2,-83.94324,39.91608
45320,45,3,-84.68932,39.74673
45321,32,2,-84.67775,39.871339999999996
45322,22,2,-84.33206,39.89967
45323,26,2,-83.92794,39.85131
45324,74,4,-84.00026,39.81986
45325,12,1,-84.4269,39.69297
45326,23,2,-84.09039,40.14201
45327,19,1,-84.39841,39.63286
45328,60,4,-84.49676,40.11621
45330,27,2,-84.5282,39.64821
45331,56,3,-84.64616,40.09729
45332,55,3,-84.78776,39.99967
45333,5,1,-84.33209,40.2481
45334,21,2,-84.04517,40.44662
45335,30,2,-83.73353,39.63079
45336,25,2,-84.25988,40.44256
45337,8,1,-84.42095,39.98019
45338,22,2,-84.54417,39.85147
45339,57,3,-84.34315,40.00826
45340,7,1,-84.04935,40.37184
45341,58,3,-84.02045,39.87589
45342,47,3,-84.27545,39.62943
45344,45,3,-84.00734,39.95567
45345,61,4,-84.39926,39.7392
45346,16,1,-84.70911,39.97934
45347,42,3,-84.76208,39.88378
45348,37,2,-84.65404,40.32663
45349,24,2,-83.94052,39.98916
45350,5,1,-84.57359,40.32472
45351,5,1,-84.49574,40.33954
45352,55,3,-84.74432,40.05006
45353,25,2,-84.04274,40.29252
45354,21,2,-84.39983,39.91033
45356,72,4,-84.23097,40.16252
45358,12,1,-84.48796,39.98724
45359,9,1,-84.3511,40.05067
45360,35,2,-84.09206,40.33028
45361,37,2,-84.41484,39.96374
45362,11,1,-84.63368,40.28684
45363,2,1,-84.39841,40.23925
45365,55,3,-84.15582,40.2828
45368,42,3,-83.65413,39.84376
45369,28,2,-83.60304,39.95304
45370,6,1,-84.04015,39.60853
45371,18,1,-84.163570000000007,39.93885
45372,48,3,-83.83862,40.01471
45373,45,3,-84.19588,40.03353
45377,28,2,-84.22774,39.89636
45378,30,2,-84.48781,39.90291
45380,16,1,-84.51314,40.24511
45381,39,2,-84.52433,39.73223
45382,34,2,-84.61626,39.89621
45383,31,2,-84.3337,39.9572
45384,6,1,-83.88638,39.71444
45385,55,3,-83.91457,39.66813
45387,21,2,-83.88622,39.79754
45388,7,1,-84.47901,40.32799
45389,46,3,-84.02532,40.05639
45390,75,4,-84.76778,40.21894
45402,97,5,-84.20751,39.75983
45403,96,5,-84.14978,39.76303
45404,97,5,-84.15324,39.79011
45405,95,5,-84.21592,39.79241
45406,87,5,-84.24178,39.78442
45409,57,3,-84.19039,39.72334
45410,90,5,-84.15907,39.74757
45414,75,4,-84.21115,39.84008
45415,44,3,-84.2568,39.83473
45416,85,5,-84.25774,39.80754
45417,95,5,-84.2844,39.73427
45419,17,1,-84.1676,39.71436
45420,68,4,-84.13045,39.719
45424,41,3,-84.11032,39.84695
45426,81,5,-84.31461,39.80094
45428,50,3,-84.25954,39.74211
45429,28,2,-84.16248,39.68411
45430,3,1,-84.08435,39.71296
45431,42,3,-84.08012,39.76488
45432,29,2,-84.08627,39.73934
45433,25,2,-84.05273,39.81359
45434,2,1,-84.03052,39.72284
45439,75,4,-84.22944,39.69867
45440,24,2,-84.10001,39.67498
45449,64,4,-84.24067,39.66472
45458,10,1,-84.1576,39.60036
45459,13,1,-84.16693,39.64658
45502,12,1,-83.81703,39.92791
45503,62,4,-83.7682,39.96073
45504,64,4,-83.86481,39.94811
45505,92,5,-83.7615,39.90737
45506,86,5,-83.85233,39.89907
45601,66,4,-82.9555,39.30996
45612,69,4,-83.27171,39.21569
45613,77,4,-82.84885,39.0318
45614,48,3,-82.27819,38.92858
45616,60,4,-83.30864,38.76018
45617,21,2,-83.15559,39.27967
45618,42,3,-83.61623,38.88502
45619,61,4,-82.45157,38.47257
45620,44,3,-82.14052,38.95564
45621,68,4,-82.60996,39.11138
45622,42,3,-82.49522,39.35905
45623,31,2,-82.26748,38.64125
45624,NA,NA,-83.3487,39.17301
45628,27,2,-83.19657,39.38959
45629,63,4,-82.81051,38.65221
45630,10,1,-83.09275,38.69758
45631,64,4,-82.25486,38.81672
45634,70,4,-82.49037,39.17891
45636,25,2,-82.81401,38.58416
45638,60,4,-82.67607,38.56217
45640,70,4,-82.65032,39.02345
45642,NA,NA,-83.05408,39.04692
45644,35,2,-82.84176,39.45245
45645,24,2,-82.53159,38.57082
45646,47,3,-83.31627,39.07686
45647,38,2,-82.73803,39.29597
45648,60,4,-83.01393,38.92161
45650,41,3,-83.42099,38.74415
45651,63,4,-82.47706,39.27665
45652,68,4,-83.08018,38.82911
45653,49,3,-82.82306,38.88976
45654,34,2,-82.37774,39.36671
45656,73,4,-82.59143,38.87565
45657,65,4,-83.21011,38.85166
45658,76,4,-82.41411,38.76324
45659,83,5,-82.62331,38.67117
45660,73,4,-83.358,38.98626
45661,69,4,-83.10479,39.04096
45662,86,5,-82.92114,38.78938
45663,66,4,-83.11198,38.74507
45669,32,2,-82.35857,38.4935
45671,59,3,-83.23775,38.97339
45672,29,2,-82.67579,39.20549
45673,64,4,-82.81148,39.20399
45674,60,4,-82.38017,38.87798
45678,32,2,-82.37883,38.60595
45679,81,5,-83.56788,38.97634
45680,60,4,-82.54489,38.45526
45681,52,3,-83.24807,39.30551
45682,50,3,-82.69658,38.80839
45684,18,1,-83.27789,38.67546
45685,67,4,-82.4527,38.9333
45686,66,4,-82.36843,39.00901
45688,54,3,-82.53155,38.73013
45690,76,4,-83.01674,39.13106
45692,78,4,-82.5426,39.11582
45693,73,4,-83.53406,38.80921
45694,32,2,-82.78345,38.74807
45695,61,4,-82.36334,39.1529
45696,20,2,-82.45201,38.60356
45697,59,3,-83.66525,38.9352
45698,37,2,-82.39604,39.28811
45701,71,4,-82.08079,39.31205
45710,24,2,-82.22574,39.19763
45711,32,2,-81.93038,39.42503
45714,46,3,-81.62001,39.3183
45715,29,2,-81.6268,39.60484
45716,33,2,-82.18401,39.46295
45719,91,5,-82.1285,39.39951
45721,12,1,-81.58347,39.56563
45723,44,3,-81.8268,39.22173
45724,19,1,-81.79233,39.38246
45727,59,3,-81.48171,39.64495
45729,7,1,-81.60828,39.41653
45732,73,4,-82.06705,39.51802
45734,52,3,-81.18816,39.63982
45735,22,2,-81.9229,39.25183
45740,65,4,-82.08023,39.47709
45741,54,3,-82.2527,39.06648
45742,16,1,-81.73008,39.28563
45743,15,1,-81.85017,39.076
45744,10,1,-81.5077,39.5396
45745,20,2,-81.32689,39.61678
45746,56,3,-81.44809,39.604
45750,54,3,-81.42947,39.4301
45760,83,5,-82.12244,39.01395
45761,42,3,-82.0964,39.42642
45764,85,5,-82.24336,39.45116
45766,31,2,-82.26247,39.31931
45767,46,3,-81.1312,39.54367
45768,11,1,-81.26468,39.4149
45769,61,4,-82.04578,39.1062
45770,82,5,-81.80238,38.98586
45771,46,3,-81.89902,38.98204
45772,59,3,-81.82268,39.1408
45773,79,4,-81.28656,39.45525
45775,51,3,-82.15596,39.0876
45776,47,3,-82.0228,39.18732
45778,47,3,-81.89555,39.34672
45779,41,3,-81.97082,38.99884
45780,82,5,-82.13112,39.36972
45782,67,4,-82.08076,39.48624
45784,43,3,-81.68805,39.38879
45786,15,1,-81.65451,39.50365
45788,36,2,-81.37016,39.51349
45789,1,1,-81.25592,39.5514
45801,81,5,-84.03703,40.77476
45804,93,5,-84.06911,40.71569
45805,58,3,-84.16242,40.72979
45806,23,2,-84.12651,40.67615
45807,6,1,-84.16699,40.8072
45808,48,3,-83.9729,40.83178
45809,1,1,-84.18522,40.8431
45810,42,3,-83.81097,40.77721
45812,70,4,-83.8135,40.68341
45813,25,2,-84.73031,41.18914
45814,18,1,-83.61545,40.90119
45816,18,1,-83.79392,41.00452
45817,13,1,-83.88279,40.87691
45819,29,2,-84.26033,40.62407
45820,26,2,-84.08473,40.83074
45821,21,2,-84.56208,41.22643
45822,34,2,-84.59664,40.55266
45826,8,1,-84.49368,40.43658
45827,2,1,-84.30122,41.00393
45828,17,1,-84.67677,40.48672
45830,6,1,-84.09213,40.90616
45831,17,1,-84.24993,41.11141
45832,13,1,-84.7336,40.92779
45833,18,1,-84.35264,40.83415
45835,19,1,-83.70076,40.75898
45836,44,3,-83.64311,40.79304
45838,23,2,-84.47781,40.74041
45840,47,3,-83.64943,41.02626
45841,4,1,-83.735,40.87955
45843,21,2,-83.53513,40.78202
45844,6,1,-84.2856,40.91733
45845,4,1,-84.37806,40.32995
45846,13,1,-84.74644,40.40986
45849,16,1,-84.45452,41.01241
45850,38,2,-83.91817,40.70382
45851,19,1,-84.60289,41.03267
45853,19,1,-84.19469,40.98625
45854,29,2,-83.95231,40.7582
45855,17,1,-84.5835,41.08819
45856,20,2,-83.99917,41.11452
45858,21,2,-83.80338,41.10688
45859,76,4,-83.78574,40.69305
45860,1,1,-84.51566,40.39365
45861,36,2,-84.42569,41.08587
45862,30,2,-84.51356,40.67079
45863,8,1,-84.45477,40.9041
45864,14,1,-84.14077,41.09936
45865,7,1,-84.37219,40.39379
45866,38,2,-84.54969,40.48905
45867,54,3,-83.53825,40.89795
45868,19,1,-83.84839,40.96986
45869,4,1,-84.39432,40.4573
45870,24,2,-83.95142,40.55621
45871,9,1,-84.30089,40.4932
45872,53,3,-83.68366,41.18863
45873,36,2,-84.39628,41.11935
45874,18,1,-84.67777,40.78765
45875,9,1,-84.06118,41.02271
45876,1,1,-84.33835,40.93414
45877,10,1,-83.93779,40.95393
45879,49,3,-84.56471,41.12918
45880,17,1,-84.73782,41.0662
45881,21,2,-83.77426,40.94976
45882,20,2,-84.6754,40.67823
45883,12,1,-84.62791,40.40574
45884,33,2,-84.08333,40.54865
45885,34,2,-84.3871,40.57182
45886,38,2,-84.61062,40.99083
45887,42,3,-84.36359,40.71107
45888,21,2,-84.08583,40.60244
45889,2,1,-83.64101,41.14606
45890,10,1,-83.49105,40.97752
45891,47,3,-84.57785,40.8748
45894,33,2,-84.4684,40.76252
45895,21,2,-84.15197,40.56991
45896,16,1,-83.93775,40.60667
45897,89,5,-83.65676,40.83434
45898,18,1,-84.76429,40.73617
45899,16,1,-84.77491,40.80088
46001,50,3,-85.65838,40.25141
46011,39,2,-85.76178,40.12759
46012,48,3,-85.62552,40.1492
46013,65,4,-85.67829,40.05021
46016,97,5,-85.68152,40.09781
46017,22,2,-85.60687,40.07358
46030,34,2,-86.02118,40.17031
46031,27,2,-86.01018,40.20935
46032,12,1,-86.17104,39.96535
46033,1,1,-86.08595,39.97975
46034,23,2,-86.04128,40.13291
46035,26,2,-86.67902,40.18925
46036,63,4,-85.83289,40.29689
